ACCT|GENDER|ID1|ID2|DECIMAL_COLUMN|DATE_COLUMN|FIRST_NAME|LAST_NAME|ANY_NAME|ORG_NAME|FULL_NAME|CAL|SIN|NARROW|DT2
VHWIXYASD7|F|6207|312743953|2.9674|1982-06-27|Riley|Anderson|Ella Baker|Elite Innovations ltd.|Riley Anderson|V4Q2STXLVW3P47O33WUE18P7ELB1TYF89Y2MNOQC255K8|0338|P5EM|1928-03-02 01:51:09:000000
5AVBLVELKH|M|9417|431219375|7.6021|1938-04-21|Michael|Phillips|Camila Allen|Optima Innovations ltd.|Michael Phillips|V0XREXMIR7TD0Z7NFXH6R87OB3Q3GU2KGVIAAJLQALMSR|6086|DNBA|2056-03-20 17:15:03:000000
LL00K7GQLY|M|2603|298401224|0.3589|2060-08-23|Jackson|Johnson|Noah Hernandez|Delta Dynamics ltd.|Jackson Johnson|3AMQ0MR6FR3PCNPVA638EY1FF7VGWDJTXALY23RH73FM1|0898|SEXG|1962-05-17 22:46:10:000000
OSR55Z8UZD|M|8139|206675147|5.3875|1970-04-10|Samuel|Anderson|Harper Hill|Galaxy Enterprises gmbh|Samuel Anderson|XA8CE95XQOGKZNK2FX7MOFCWGVMTQOWE7B5B1VDEIXSD9|9683|H4MU|1920-02-13 15:21:29:000000
P3QGD0KYT4|M|8042|1594425095|7.9939|1909-07-30|Lily|Phillips|Grace White|Evergreen Holdings inc.|Lily Phillips|A6FJ8GBXQU9C0JDJ2TO37HX7DW718ISQD76G8M7PNIW4Z|5543|NUPN|1905-05-01 22:43:05:000000
NUVZFKHFMJ|F|7094|214960067|4.9453|2006-06-20|Claire|Flores|Harper Rogers|Elite Innovations gmbh|Claire Flores|CP0HQHMW73PS7FJXDTBD3RAJ77UKJA2HI16AIXRD0KFDP|4887|JF79|2071-04-02 00:24:27:000000
37VL3P8JPV|M|7672|13726237|4.6181|2022-08-15|Elizabeth|Hill|Ella Scott|Cascade Solutions ltd.|Elizabeth Hill|T1T3ASPW224Z2DFMF56HB25DHMKHYJ2NJ4H5UOLMU4JIA|3214|UF4C|2024-02-26 14:06:28:000000
WRJKS2C3C5|F|5947|667861089|2.8336|1974-04-20|Victoria|Clark|Jack Baker|DynaTech Systems ltd.|Victoria Clark|RKO09EWD4BSNDINCQNO5AMHNNBJ3BOGR5ULX2A77CQRX8|8048|IURR|2005-03-18 10:48:15:000000
U99G14H743|F|1781|1444228266|5.6918|2098-07-23|Harper|Lewis|David Sanchez|Lunar Systems inc.|Harper Lewis|0AYPTK824YVQAHRMFULG9WIBDND31Z2ZEE3R1EEWY6YBQ|3178|0A59|2026-04-11 18:59:52:000000
LS0EGW3ZAJ|F|5248|1351257493|2.9385|2072-09-04|Aubrey|Hall|David Flores|Jupiter Enterprises inc.|Aubrey Hall|GLD7PB7WD4TF6S3KR35CCBKM0X14C25MMUQJDQBC5KWON|2801|ETOV|2012-05-29 16:43:53:000000
UQRDD9JYQ4|F|1349|1839495533|0.4893|1949-06-30|Hannah|Ramirez|Zoe Walker|Elite Innovations gmbh|Hannah Ramirez|LI4N0ZA9BPSBNFF6AS2NP3CPSNWF0HLWTRZNLRPA51MTK|5703|F9Z8|1930-04-28 03:01:08:000000
VTPUQYUFI8|F|7527|291308410|9.1179|1930-03-04|Hazel|Perez|Jackson Rivera|Quantum Ventures inc.|Hazel Perez|0CKB59EKLLVPKOBZZOMZ6KEGQYEVA6ODYRXSD9BR44HR4|1558|3TN0|2079-08-21 06:52:40:000000
3LNEEGRPHT|F|3478|1683156311|8.7372|2094-09-03|Elizabeth|Hill|Elizabeth Anderson|TerraNova Holdings gmbh|Elizabeth Hill|3F8ITLOBWZ53HV5V7N1Z4MZ9MOAYJPFV04F82BXJLI8R4|9852|Y88G|1985-04-26 20:14:26:000000
OCHI1R6TAX|M|1411|314631931|1.4842|1927-02-13|Dylan|Jackson|Penelope Parker|Vanguard Corporation gmbh|Dylan Jackson|3UBOHOR6UWFXDJR8R4J2RJAIM9OBK1AXL2B02T4KD7S27|3936|QNHM|1955-11-04 01:43:30:000000
YG1JQFCUAX|F|6741|773838861|4.6026|2012-05-21|Daniel|Morgan|Aubrey Murphy|Crimson Enterprises gmbh|Daniel Morgan|4I4D3N6A3K84Q6V6FSO6UQ6WYNF7GM09ODFQWP9R9TK5H|7269|T2LM|1988-10-19 02:58:42:000000
L1Y8OT5S74|M|1595|41392834|7.3128|2065-07-01|Andrew|Young|Gabriel Martin|Jade Industries gmbh|Andrew Young|9ZOTVINQ5Q8W9R4NKWMEHU79D03MSCT0WHKAUKKAE2VF1|3567|WX41|1968-05-12 15:59:49:000000
RHIOG52MP5|M|3255|662798577|9.6044|1946-07-30|Ava|Morris|David Harris|TerraFirm Enterprises ltd.|Ava Morris|495BKFAORC64I3ZPPQX61OCJU4HGEQO3MMEXAOGLSFLJ4|0434|JMAP|2042-11-26 15:13:33:000000
1JWXKNJQPD|M|3979|1439772970|7.382|1978-09-06|Michael|Turner|Samuel Garcia|TerraFirm Enterprises inc.|Michael Turner|BYIXGNTDT0DWDWT7HM1VMUUZ0HVYKOS0LSQ7MBUGBBUEH|7250|5YV4|1942-12-31 05:17:47:000000
WJPLGU40C8|F|9638|901264972|1.132|1921-02-12|Lily|Perez|Victoria Lopez|Lunar Systems gmbh|Lily Perez|9G4RGW17358XROTDK2VUO194SHJGH80NC9L41NUVZN5OG|7942|TU1O|2060-12-29 02:30:59:000000
RRVPDIOLW9|F|5151|958770656|5.6657|1958-11-03|Alexander|Murphy|Grace Gonzalez|United Synergy inc.|Alexander Murphy|TCTH2Z17MWXZ4K5L2WD4B5VBDFXRTF01SN6F5BHW2PTY0|1250|SMJK|2084-09-12 19:05:21:000000
V2UA5F3H79|M|8175|1790561465|1.7025|1925-08-13|Mila|Carter|Christopher Morris|Harmony Enterprises inc.|Mila Carter|BS3DMJ3ZC7T6XSERGV86EE8NONCIBWQTFTYBS4ZOR3K7Q|2086|30UE|2064-12-05 12:13:11:000000
7PJW0CIRV5|F|7011|823488056|7.3679|1974-11-22|Michael|Bell|Aria Miller|Radiant Innovations gmbh|Michael Bell|B08S89LDTI40W09E1ZVGCFPA3UC01JU3BEUI87LO1UYLW|8673|GLGC|2008-08-05 07:56:16:000000
KSEO9QWE2O|F|2087|1176528693|4.6731|1936-10-28|Henry|Morris|Mila Miller|Evergreen Holdings inc.|Henry Morris|JBXWOBETVSZ3BVZ939C9IVDXYLA7LRW3LZLER4A4839G7|9188|0GGQ|2061-09-07 13:00:10:000000
W9K0H7TLUU|M|3462|774835425|2.9305|1943-06-04|Gabriel|Davis|Mila Morgan|Zephyr Group inc.|Gabriel Davis|RH8VAM7BAZDKZYF04RP2Y4X1SUB60YTKSDSQSGVOUA1ZU|9923|BBI9|2016-12-17 19:21:17:000000
0VHDK4STH8|F|4507|1632302224|3.9829|1980-01-31|Addison|Morgan|Alexander Rivera|AstraTech Solutions ltd.|Addison Morgan|7XRVJR4L955PDTDL9P4JMCKPEIZYF79A2JTJGEQM3OHQ8|5681|EKAB|1961-07-09 22:10:53:000000
BKRR83DF9F|F|7117|1918721368|0.2502|2071-09-08|Elijah|Jones|Oliver Jones|TerraFirm Enterprises gmbh|Elijah Jones|ME01HA16U8CD2YRTES20DQQ3JPN7G2XPG5KYICL9FIMZC|3942|LBHS|2023-09-24 11:22:45:000000
406X181FM4|M|9216|274289417|5.882|2071-10-04|Aria|Phillips|Aubrey Williams|Acme Corporation ltd.|Aria Phillips|BILZ5L4MI08UG4K9C7YWW1H4E5M877SX0JGL8Z4HZHB2L|9707|NPEZ|2002-11-12 02:09:08:000000
QJASI9AM8Z|M|7047|1682068312|3.3877|1997-03-11|Henry|King|Sophia Nguyen|Evergreen Holdings inc.|Henry King|ZJ8K4BAPZZOTX94MGRJVKDI8MXFQL7VZ51Y6OZIZ6EZZE|0468|8BE7|1997-07-29 04:56:33:000000
ZQ75Z0QAG9|F|3080|392419538|7.1979|2093-10-24|Lillian|Brown|Claire Morris|Lunar Systems gmbh|Lillian Brown|6CHE6R6JGIAUX87CGSFEMOY6S7NFOOTD7UHDWS41B8SWQ|2062|9TBJ|2087-05-09 19:35:28:000000
W7NTEE96V6|F|2243|2075741951|2.5746|1950-09-24|Ethan|Thomas|Caden Gonzalez|Fusion Technologies gmbh|Ethan Thomas|45YOHW29T0X8QKJWSKY3CC0XZNLEA9N8U9LPJMWZAUVVW|9938|4RXX|1985-03-22 04:59:55:000000
36LIEW9HJM|M|3147|995826868|6.7459|1957-12-13|Olivia|Morris|Ella Sanchez|Pantheon Innovations inc.|Olivia Morris|SBZ6N2842670Z25HIO6N17B1G5VLOEEA18O1682YH4NFA|5085|ZA8E|1997-08-30 18:19:53:000000
J0KZPP34YV|F|4753|1227161090|0.9538|2039-04-22|Olivia|Edwards|Isabella Flores|Zephyr Group gmbh|Olivia Edwards|ALGPUVKT28HOO939J1DF0L2XZWETMI65IRNAFJUI5YOL8|7885|NJ6U|1942-03-14 08:21:24:000000
W7O26M3GE3|F|3755|1260348091|7.4804|1934-02-17|Elijah|Collins|Jacob Jackson|Global Solutions Inc. inc.|Elijah Collins|831Q88QZLY5I4UVUI28U17O4BF9BJPXFK91Q4IN2Y6R36|1915|ZN9V|2077-04-05 13:03:55:000000
GO3SOEUSN9|F|7381|7629950|7.2231|2042-05-03|Jack|Nguyen|Bella Torres|Helios Group inc.|Jack Nguyen|V9ONUOHWNFK1TKKJMIAPDM127HKYWJMJR251GS7FUHGFO|4643|0N95|1998-09-25 19:27:36:000000
KMDKZ4MEPZ|M|1595|885730656|2.2532|2034-02-27|Mila|Jones|Aurora Morgan|Harmony Enterprises gmbh|Mila Jones|SU6DR24H9AXUR2JGSTM7TNKXODPJ8GN442RIX66LZ68J5|1953|EFG2|2005-06-02 16:42:39:000000
LWQ2CQR2YJ|F|7243|1416141523|8.7183|2058-12-20|Jayden|Roberts|Emma Williams|Jade Industries gmbh|Jayden Roberts|Z93ZVAJDRH72NQYT0QQ8GB57F49IZS6C75APQESC1DQ4K|3096|APGB|2009-05-03 04:10:53:000000
9N2JHQJCL9|M|4215|650261377|2.5176|2094-04-30|Elizabeth|Ramirez|Emily Wilson|Lunar Systems ltd.|Elizabeth Ramirez|WJ9NW2FGFEO09JDHFQHM7HIT6WU8Y99E5MI95VIPJL5YA|4002|FJW0|1996-07-29 09:40:30:000000
NRF8PJ87D9|M|8182|1254920486|0.477|1978-06-16|Ella|Robinson|Claire Richardson|Galaxy Enterprises inc.|Ella Robinson|C8Z9GTDLPNLM9V7E7XQTXS37TGYD46LOWQSMOIB8EUCTJ|6971|A6WA|1907-11-14 12:35:52:000000
HDL2QCZ8DF|M|7792|737761311|5.645|2022-09-10|David|Garcia|Alexander Taylor|Jade Industries inc.|David Garcia|EAXS1MJJ1I8YJBACX52GG2BL48W5GVK0HJL8MPGV3EHVI|5898|3UND|2083-03-16 00:34:23:000000
ZFBWYBVUBK|F|2471|1355265537|2.4603|2037-11-07|Mason|Johnson|Benjamin Jones|Zephyr Group ltd.|Mason Johnson|4RNQYHFN6CWEZI40SKX15PKZ0AQ862AJI5O2IBBLTCWPM|8196|GDIR|1988-03-18 17:23:25:000000
UPIRUJ0RB8|F|9195|2116208005|9.2769|2021-05-12|Sophia|Gonzalez|Henry Rivera|Solstice Corporation inc.|Sophia Gonzalez|92QNZ05IIUEH913I44D5B9QGONPLRUTFTG94YM32DF7M3|3171|YDFL|2059-09-14 05:21:30:000000
E6W7DYO3LT|M|7069|1072006147|2.2498|1925-02-18|Ella|Johnson|Emma Johnson|Flux Corporation gmbh|Ella Johnson|ZEWZLRFP0IPV3EQQRKRXZ7AL3JSO3GA1QVYPEAWLYAF7O|9142|VAA6|2082-08-22 17:29:31:000000
BHKWATIVMY|F|4874|1037862707|8.401|2047-09-10|Dylan|Taylor|Chloe Cook|Momentum Solutions gmbh|Dylan Taylor|FN12H8FZCVYTB8Y89XFI6J35W906ETNXD1GGH68F5WQEU|7930|NS8E|1945-10-26 15:14:46:000000
SH1WPT4OAF|F|3341|1804742566|5.4165|1901-09-22|Anthony|Torres|Noah Perez|Luminous Group gmbh|Anthony Torres|W835ZBDN7LGY2ODSCBBXXNY5G2HCIZU3FBQ0CJYDARFGE|3153|WJEJ|1957-10-18 12:33:15:000000
DALAML4TIJ|F|5002|1992746245|9.3853|2055-03-08|Camila|Hernandez|Lillian Anderson|Lunar Systems ltd.|Camila Hernandez|J8L5PB9VCOYM0OP5R4OEXC3DLE0JVMYFDXD11F435YYQ3|3918|KI5V|2008-03-05 21:17:07:000000
LNRGL9VCXS|F|9830|202540657|2.2247|2066-04-20|Gabriel|Jackson|Victoria Hernandez|Acme Corporation ltd.|Gabriel Jackson|KAVJD7HAFEFLFVHKBA1YHAFHOGZ7LWHJKKLLKVDOJIRVQ|5782|1X2B|2069-09-17 00:34:05:000000
548XF9DD9T|F|2051|721337894|1.7907|2051-10-29|Claire|Stewart|Daniel Walker|Zenith Industries inc.|Claire Stewart|P17UWS63T9OGZ1CMAFN0W2ZOIRE30WFRCUYRWH8LXRA58|7014|H7KF|1998-01-15 10:38:36:000000
4T2RES2TS1|M|8810|1524413128|4.1422|1915-05-25|Isabella|Sanchez|Caden Anderson|Radiant Technologies gmbh|Isabella Sanchez|D10F8OIELPR41B2R2SOKR5WU3WS1YFQADFCHCY8PDG2OA|0632|P4LE|2021-12-23 03:04:49:000000
EBTTX9X340|F|2476|853185742|2.5645|2077-04-12|Gabriel|Anderson|Jaxon Evans|DynaTech Systems ltd.|Gabriel Anderson|RQHVZSLDW9J1YM47QBGAW2L35ICBWGPRP2ONRCAQUC26M|4598|RL43|1932-05-07 12:04:44:000000
4AZ90KSL4U|M|8112|1143795755|9.2239|2045-07-25|Aiden|Perez|Isabella Hall|Galaxy Enterprises ltd.|Aiden Perez|414G2XYCTNAY2A5KNAPY034PGDRPK5HX316G48PLKW906|2788|HR5T|2034-12-01 04:26:31:000000
30XNIAG1MW|F|2496|1587579424|0.555|2097-06-20|William|Morris|Ella Martinez|Dynamo Corporation gmbh|William Morris|VNWBCJ7QG5H2ZJ3FTDKPYSSFEBTEOCMV6BAXZSWFKV8ZR|3228|70XR|1910-11-05 16:03:09:000000
G9BXX2R4KV|M|7446|1948298304|2.1918|2035-07-31|Anthony|Reed|Henry Lee|Nimbus Corporation inc.|Anthony Reed|IG2QAA46RXP01LTM56X2PSEHJ58GULIFOB58WG3K3QK5R|7980|AUB6|1969-10-08 02:35:34:000000
4MHY39Q5VH|M|6038|2040577473|8.3359|1946-06-15|Jacob|Scott|Oliver Allen|AstraTech Solutions ltd.|Jacob Scott|0Z83PF53R5JJY10QQFMNMN5E2XOE26OED1E4D89WPHJU9|3386|4LE2|1963-08-17 16:00:50:000000
M3W6O2K44R|M|4845|233148931|1.3021|2065-12-15|Noah|Lewis|Layla Hall|Quantex Enterprises inc.|Noah Lewis|DBY5WETDJSZGHC3GEYSD3OO6DWHUZLJG3LBIL7DUZI6RD|5114|797I|2020-08-23 10:25:32:000000
71FPT7OO2D|M|8930|599424326|7.1798|1955-05-31|Jaxon|Taylor|Wyatt Rivera|Apex Industries gmbh|Jaxon Taylor|95K338O7VEJAW5564IETWCGX1U2UKVQANJOVLHR886XU9|1312|PB4J|1903-09-10 23:13:10:000000
YBEPU6VP75|M|1902|2125546661|3.1439|1944-02-02|Carter|Jackson|Emma Edwards|Pantheon Innovations inc.|Carter Jackson|V1HIGIOPVKF1848BMXMRI8HV5GD7N2KWXZDGD8T127BT7|7684|IE2Y|2066-12-13 18:09:13:000000
A8TTZFNMIZ|F|5041|1652015583|4.9106|1944-01-10|Dylan|Gonzalez|Andrew Taylor|Zephyr Group gmbh|Dylan Gonzalez|DOM8E2TL320PSSA5AP6YAMTCYLOZKZX7SF87D470P5PFX|0653|ID5F|1910-07-17 22:02:59:000000
LO6LGC4BDR|M|8414|1804005825|1.6759|1916-08-15|Owen|Lee|Mila Ramirez|Visionary Technologies inc.|Owen Lee|5J07OFKFNTURGB08V6ZMGNGSG49X948I9FFBM6J97N00B|1313|ZCOH|1998-11-22 18:24:31:000000
ARYDGC289C|M|8115|102108093|6.4883|1960-06-16|Henry|Walker|Lucy Thomas|Fusion Technologies ltd.|Henry Walker|HGFDPHRFAOWBUB45D05FUB0A7XLIJSPUHOMJY5B90AL53|5062|3Z8P|1994-07-10 05:19:26:000000
OVMVV673YH|F|6857|2043231203|3.3282|1932-11-17|Carter|Edwards|Zoey Hill|Apex Industries gmbh|Carter Edwards|PVPGV1ICT28BRRBD5UH0QOVB1U55Z1V250NUYV8F1ASWN|0003|UVFS|1955-11-05 00:56:49:000000
35MSOJRAU8|F|1338|1001600581|7.5474|2039-06-07|Noah|Rodriguez|Nathan Green|TerraNova Holdings gmbh|Noah Rodriguez|FIGF0C6CLV1W1RNOJ4HZO8UZ0QAH4851NWACLOGC6AD0P|6908|C9NA|1984-10-12 20:30:22:000000
C2QS5SQJ9E|F|9038|992077457|6.958|2033-04-21|Harper|Wright|Anthony White|Quantex Enterprises inc.|Harper Wright|2A9TPSOV5LNRAGRUCAQNSYJ8JNFKEA872265EEE3GXB6D|2885|4CE1|1909-04-05 03:26:18:000000
B5ZO1ZFG81|F|4489|555503295|5.7872|1909-08-22|Joseph|Garcia|Emma Turner|Luminous Group ltd.|Joseph Garcia|U8N1Z43REJHZ8HT0R8KF4CT7NNDVKLE748Y4JNU0S9CSA|7688|ER96|2068-01-14 00:08:08:000000
JG8N0WM4CR|F|6293|1682898126|4.8265|2086-05-26|Audrey|Anderson|Carter Morgan|Omega Industries inc.|Audrey Anderson|A33A62HAUPTGT8GPO6UY9VIBHH5T7EUTP55Q6XUED1KRL|4771|IMHS|1902-04-23 11:10:47:000000
EHY1AJTGHE|F|5998|2134854313|2.1964|1987-04-26|Elizabeth|Clark|Wyatt Parker|Apex Industries ltd.|Elizabeth Clark|3X4AA1MVA72N3NO6AC0V99BXMPOBC1JZE0KLDMY8XU0JP|9090|HOIM|1995-08-07 14:07:18:000000
7ZU8G5EF90|M|8553|1492123890|3.1147|2025-08-02|Nathan|Lee|Lucas Hernandez|NovaTech Corporation ltd.|Nathan Lee|P83Y7G3DBV4F7899CVNUBRNETPP33BDUEJ67EINCCDVE7|6929|YKWS|1905-05-13 02:43:47:000000
DZITBJ339Q|M|2873|62328447|6.9303|2080-07-06|Ava|Mitchell|Michael Hill|Jupiter Enterprises inc.|Ava Mitchell|WDURM2UU9HYCGVFBXBQLXHV4GIEEHC2HX4P10BFNK8ALJ|4325|IHYJ|1914-01-24 21:47:55:000000
ROGM7FTDVQ|F|4761|25711784|0.5313|2005-07-31|Logan|Morris|William Smith|Luminous Group gmbh|Logan Morris|69DBN2IVB0NM55RQYBP6M666MIMPC5RBTSYYTDIBZJZ05|7530|0IJE|2038-09-05 08:46:14:000000
AWVCEMMDQU|F|3431|38111562|9.9993|1999-06-20|Zoey|Murphy|Lillian Baker|Flux Corporation gmbh|Zoey Murphy|GCHJFVANYGHUTEKL7L4GRPWESQ43D004DHSIAMHGVLMFP|8910|VYY9|1903-12-23 05:03:54:000000
3SNKKFCRY7|M|3251|782851044|7.2103|1924-07-03|Noah|Rivera|Ella Roberts|Cascade Solutions gmbh|Noah Rivera|UGOAK9OS75AQUKBBUXEHQMLX8N3PRC811YY35L7Z0GX9D|3518|Y4FA|1951-11-26 07:59:30:000000
FXDSAHL5MR|M|9988|646220041|4.2048|1972-08-11|Camila|King|Olivia Wright|AstraTech Solutions inc.|Camila King|8AVHUK176O5ETTSQAJT1O3WJ3S3W5PSQGNU2QSFKSQTK7|1568|GRX9|1991-10-26 19:01:28:000000
7HTW1DD6CH|F|9832|635355122|2.2794|2018-06-11|Noah|Allen|Mila Mitchell|Penta Solutions gmbh|Noah Allen|XBLFYUMQOH3TLV7UFWGZGNK2GSLTUQS2P3PNOKJ1CVM95|0978|QTBZ|2088-04-20 18:25:25:000000
QED7N1LUBS|F|1843|1331594752|4.5643|1965-11-28|Liam|Jones|Joseph Wilson|BlueSky Ventures inc.|Liam Jones|X3K3OENZU6UNGN6UU5PN4NJBSK4L04ZTVN73CTSKPBI0J|4996|MB7L|2013-11-02 02:47:32:000000
RE1R3TVI7J|M|5718|2105483338|2.6664|1944-03-02|Dylan|Garcia|Owen Anderson|Solstice Corporation inc.|Dylan Garcia|OBOCTFELNQLUX0ZM2Z8WUR2K3EF1408WPXBH0EWNTXEVW|6946|TSQQ|2066-12-07 07:42:58:000000
RED1RSU4K5|M|4393|505180254|0.2589|2003-03-09|Logan|Wright|Ethan Young|TerraNova Holdings inc.|Logan Wright|9FL0F7WERU6PYRQPD1DP4JF2UHTGL22TO0SST5N39AD5E|7902|KEO8|2075-12-07 13:55:42:000000
Q9M5B1VQ3V|M|2261|43208320|2.9826|1974-07-10|Lily|Edwards|Zoe Wilson|Evergreen Holdings ltd.|Lily Edwards|X0INE3EBJHY5YX8V1RXVS2S1ZQRH3PX7IP1LJYO1ZZURR|4571|U2NN|2097-02-05 03:32:12:000000
PQCXX2ZIR5|F|9912|95455112|9.5309|1927-01-31|Sophia|Carter|Victoria Adams|Radiant Innovations inc.|Sophia Carter|MMWQNP3C0NF7NY3NOL4JJ8HM6UXVPPO1YV51C5COBYK5D|8790|EHQL|1996-06-01 11:31:58:000000
8A2HBZ8A06|F|3222|87452424|6.2987|2092-07-14|Liam|Roberts|Nora Garcia|United Synergy ltd.|Liam Roberts|6Q4EGZYPG53QAUXOGAVWFTDUYBSXANOOMSMJY8BH2TDOP|4779|Y29S|2046-11-08 20:38:40:000000
NBHV7SBX7B|F|3915|693472116|6.8846|1979-09-22|Bella|Bailey|William Davis|Luminous Group inc.|Bella Bailey|JCN5TTQE28KKXC5P7QFO7IGHIZ000EAAIB3LA7CBY4QMB|6214|NKTT|2022-05-31 18:21:27:000000
O3LF1HJRH1|F|2407|1010908288|2.244|2074-12-01|Ethan|Hernandez|Jaxon Nelson|Radiant Innovations gmbh|Ethan Hernandez|50QLT4RL9UZYJ58G061TH48MQ0E1KGDX6UFMQ0B0DW1TD|5230|MZQD|2073-07-24 17:38:11:000000
8F8VT633XF|M|6678|604802497|4.8884|2012-01-19|Dylan|Turner|Riley Hill|Universal Synergy ltd.|Dylan Turner|V8XC2NYG7ESBB0TENYRX6B9E9URWEXYXIF9PP47R2WAIQ|1597|L6T3|1996-12-17 19:57:42:000000
AFPGI41NM6|M|5624|337020704|8.7618|1919-11-16|Hannah|Moore|Grace Lewis|TerraFirm Enterprises gmbh|Hannah Moore|HN2YHIOP5ZGMQFDFL576576A4LHJZ5J29A17AFLK68JAC|5304|JLYN|2095-09-08 23:02:06:000000
ZPY6FU057D|F|8461|269593902|5.532|2089-07-10|Zoey|Wilson|Abigail Mitchell|Visionary Technologies inc.|Zoey Wilson|PB7D8VGMARU7XEEXE9SH5XEAWX2M0CFS53EP44OGKYKW6|8536|62XM|1950-07-27 16:13:13:000000
85CQIS6YS6|M|6854|613383877|5.9938|2016-03-19|Aurora|Young|Logan Stewart|Lunar Systems gmbh|Aurora Young|E83OX4WAOVCQOF0ZXPVK3F7QT7UQ1NEBDGRAEHK6XZ1WC|9431|HGE9|1952-12-10 07:26:15:000000
0N41D2Y8AI|F|8636|133020595|3.2935|2061-04-26|Anthony|Young|Lillian Sanchez|Delta Dynamics gmbh|Anthony Young|U8BK0HT5REOFDG4OQSRAWN8M4GCK92JVECQBU2Y0XUSJP|1708|8X4I|1996-10-23 15:01:38:000000
DMGL7ZIG1I|F|7585|1686727018|7.2885|2028-10-16|Mia|Taylor|Lillian Bailey|Optima Innovations ltd.|Mia Taylor|64I778JJL2FV9QBG82VECRHTSUKTF6LWE6EAZMWQV3NRZ|6729|PYRU|2064-07-07 04:53:41:000000
MKBEZOYZD0|F|1797|474075355|0.128|2097-10-09|Victoria|Roberts|Nora Murphy|Nimbus Corporation ltd.|Victoria Roberts|BLF9IKMNH3WD7IBFRGGEFQ301F4KOQX7DD38ALK59N5T1|2074|UERX|1994-03-14 03:27:41:000000
1HQGKOFFNC|F|5927|1420149743|7.1995|1917-09-03|Christopher|Sanchez|Aiden Gonzalez|NovaTech Corporation gmbh|Christopher Sanchez|BNZ825ENO30R3DISM5PBMOAFHAMKSV0FKMP2PEQ92UDWV|1793|RMZZ|1943-10-02 01:21:12:000000
RRG2XFAJZF|M|1127|1784076530|0.289|1960-07-11|Jaxon|Sanchez|Charlotte Clark|Evergreen Holdings inc.|Jaxon Sanchez|LISYNRW67EFA43WUQ9753RFU1TKON6LV678O3M01A8ZS3|8643|0E17|1964-11-01 23:31:02:000000
QLTYD6BHLD|F|7363|1470644807|9.8543|1944-06-11|Harper|Morris|Savannah Martinez|Harmony Enterprises ltd.|Harper Morris|JGKDS22G6V3WF7NMJCARAL3AUIDNEO036CE67FA1RNPH6|8195|65I4|2083-01-16 00:31:14:000000
EEUCXCDV9I|F|4546|286166618|3.7959|1961-08-22|Elizabeth|Murphy|Jaxon Parker|Luminous Group ltd.|Elizabeth Murphy|ZVUUGFH0YUZBEMYQBGTZUTRI0UKRR4OMYT9N9OKFKVE7U|9203|KKYZ|1994-11-21 09:58:08:000000
BXYOJVU8GN|M|7655|1303190418|2.2967|1919-04-05|Charlotte|Rivera|William Rivera|DynaTech Systems ltd.|Charlotte Rivera|XBG115K15F31D2QVVX6UE9W0Q7JCIX55DN5LL7SRN20YP|9534|FK6N|1908-01-29 18:19:27:000000
C2CKKZVNZ7|F|2515|1284515257|3.869|1929-08-20|Elizabeth|Bailey|Audrey Rodriguez|Flux Corporation gmbh|Elizabeth Bailey|EY2IKPAB6WD2POU8G8AVSV5O597GWENNN12HVODZ8MRXE|5684|3OOR|2093-08-13 11:40:59:000000
7M474MQXRO|F|4712|2102495339|0.243|2022-10-01|Samuel|Scott|William Jackson|Optima Innovations gmbh|Samuel Scott|K2VRXGNBZQQDID3A6YABXLUDMWGDJPRPZQIVEKT68U9FM|4553|DXWO|1900-10-20 23:07:34:000000
ZXMS3IXAMS|F|2619|1538363632|3.8972|2086-02-14|Noah|Green|Ethan Lewis|Luminous Group gmbh|Noah Green|60IWV61BN44GAQR8RLIBIII85KRXR14N9MTBFEVDYSISY|8012|FI58|2069-08-04 19:27:42:000000
S50KVDKXXE|M|4129|1595291120|9.9636|2034-05-23|Savannah|Phillips|Camilla Williams|Celestial Holdings inc.|Savannah Phillips|BYS6KTDBOB91ORRQHEQCVM751FKH5VAHVCTFB9IWD5L62|9262|X51K|1939-07-11 01:44:57:000000
OS6J7D3FK1|M|7660|1436907346|1.8577|2098-07-02|Addison|Hall|Layla Reed|Omega Industries inc.|Addison Hall|MTS5TS4BN3ZXGI29S9ZI7IWQVFVVHJLSRGZ4FNGEIA074|1897|8BZF|2021-03-12 00:48:19:000000
MGV1ZQQJJC|F|8840|1826869629|5.1017|1918-07-18|Olivia|Parker|Jaxon Cooper|Elysium Innovations gmbh|Olivia Parker|2OF6VWI6T2FXIBPAYMXQC66NGY7FBNXW6G4GQKMWQCZOT|2489|GHYZ|1904-02-25 19:27:41:000000
OZ9Q9ZW1E9|F|7545|295570425|5.2822|2034-11-15|Liam|Miller|Layla Nguyen|Jupiter Enterprises inc.|Liam Miller|Q1KQXU0C2DI30CMVR0WUY3RKWH2J6MNXGG0ORTQDRNM82|9056|5ENB|1932-07-28 06:11:13:000000
D8D1WZRE1S|M|6866|1702017740|1.9225|1988-10-19|Camilla|Harris|James Smith|Fusion Technologies inc.|Camilla Harris|E4S4U0003CUVQZ8ZYVQ16NONI4L80TD80HAVYCSLX19MV|2035|PS8R|2060-08-26 21:10:01:000000
